date,Ozempic,semaglutide,Novo Nordisk,weight loss drug
2022-07-25,100.0,23.996666666666663,41.70664981833971,4.0
2022-07-26,100.0,29.329259259259256,49.28967705803784,2.666666666666667
2022-07-27,100.0,37.328148148148145,45.498163438188776,2.666666666666667
2022-07-28,100.0,39.99444444444444,45.498163438188776,2.666666666666667
2022-07-29,100.0,29.329259259259256,41.70664981833971,2.666666666666667
2022-07-30,92.4406779661017,21.330370370370368,18.95756809924532,2.666666666666667
2022-07-31,89.01694915254238,18.664074074074072,18.95756809924532,2.666666666666667
2022-08-01,100.0,23.996666666666663,49.28967705803784,2.666666666666667
2022-08-02,100.0,29.329259259259256,45.498163438188776,2.666666666666667
2022-08-03,100.0,26.662962962962958,87.20481325652848,4.0
2022-08-04,100.0,29.329259259259256,79.62178601683036,4.0
2022-08-05,100.0,29.329259259259256,56.87270429773597,2.666666666666667
2022-08-06,100.0,21.330370370370368,22.749081719094388,2.666666666666667
2022-08-07,99.28813559322035,21.330370370370368,26.540595338943454,2.666666666666667
2022-08-08,100.0,26.662962962962958,56.87270429773597,4.0
2022-08-09,100.0,29.329259259259256,49.28967705803784,2.666666666666667
2022-08-10,100.0,29.329259259259256,56.87270429773597,4.0
2022-08-11,100.0,26.662962962962958,53.08119067788691,2.666666666666667
2022-08-12,100.0,26.662962962962958,49.28967705803784,2.666666666666667
2022-08-13,100.0,18.664074074074072,22.749081719094388,2.666666666666667
2022-08-14,100.0,18.664074074074072,18.95756809924532,2.666666666666667
2022-08-15,100.0,29.329259259259256,53.08119067788691,2.666666666666667
2022-08-16,100.0,29.329259259259256,53.08119067788691,2.666666666666667
2022-08-17,100.0,29.329259259259256,53.08119067788691,2.666666666666667
2022-08-18,100.0,26.662962962962958,45.498163438188776,2.666666666666667
2022-08-19,100.0,26.662962962962958,45.498163438188776,2.666666666666667
2022-08-20,100.0,21.330370370370368,18.95756809924532,2.666666666666667
2022-08-21,100.0,18.664074074074072,26.540595338943454,2.666666666666667
2022-08-22,100.0,29.329259259259256,60.664217917585034,2.666666666666667
2022-08-23,100.0,29.329259259259256,49.28967705803784,2.666666666666667
2022-08-24,100.0,26.662962962962958,49.28967705803784,2.666666666666667
2022-08-25,100.0,29.329259259259256,45.498163438188776,2.666666666666667
2022-08-26,100.0,23.996666666666663,45.498163438188776,2.666666666666667
2022-08-27,100.0,18.664074074074072,22.749081719094388,2.666666666666667
2022-08-28,100.0,15.997777777777776,18.95756809924532,1.3333333333333335
2022-08-29,100.0,23.996666666666663,49.28967705803784,2.666666666666667
2022-08-30,100.0,29.329259259259256,45.498163438188776,4.0
2022-08-31,100.0,29.329259259259256,41.70664981833971,2.666666666666667
2022-09-01,100.0,34.66185185185185,49.28967705803784,2.666666666666667
2022-09-02,100.0,26.662962962962958,49.28967705803784,2.666666666666667
2022-09-03,99.28813559322035,18.664074074074072,22.749081719094388,2.666666666666667
2022-09-04,92.4406779661017,21.330370370370368,22.749081719094388,2.666666666666667
2022-09-05,100.0,23.996666666666663,49.28967705803784,2.666666666666667
2022-09-06,100.0,29.329259259259256,45.498163438188776,4.0
2022-09-07,100.0,29.329259259259256,41.70664981833971,2.666666666666667
2022-09-08,100.0,26.662962962962958,41.70664981833971,2.666666666666667
2022-09-09,100.0,31.99555555555555,45.498163438188776,2.666666666666667
2022-09-10,100.0,23.996666666666663,18.95756809924532,2.666666666666667
2022-09-11,95.86440677966102,21.330370370370368,18.95756809924532,2.666666666666667
2022-09-12,100.0,39.99444444444444,53.08119067788691,4.0
2022-09-13,100.0,37.328148148148145,53.08119067788691,2.666666666666667
2022-09-14,100.0,34.66185185185185,45.498163438188776,2.666666666666667
2022-09-15,100.0,39.99444444444444,45.498163438188776,2.666666666666667
2022-09-16,100.0,34.66185185185185,37.91513619849064,2.666666666666667
2022-09-17,100.0,26.662962962962958,18.95756809924532,2.666666666666667
2022-09-18,100.0,23.996666666666663,18.95756809924532,2.666666666666667
2022-09-19,100.0,37.328148148148145,49.28967705803784,2.666666666666667
2022-09-20,100.0,34.66185185185185,45.498163438188776,4.0
2022-09-21,100.0,31.99555555555555,53.08119067788691,4.0
2022-09-22,100.0,39.99444444444444,49.28967705803784,5.333333333333334
2022-09-23,100.0,31.99555555555555,45.498163438188776,4.0
2022-09-24,100.0,26.662962962962958,22.749081719094388,2.666666666666667
2022-09-25,100.0,21.330370370370368,15.166054479396259,4.0
2022-09-26,100.0,29.718209876543206,41.90806421503154,1.8333333333333335
2022-09-27,100.0,23.774567901234565,33.52645137202523,1.8333333333333335
2022-09-28,100.0,29.718209876543206,41.90806421503154,1.8333333333333335
2022-09-29,100.0,29.718209876543206,41.90806421503154,1.8333333333333335
2022-09-30,100.0,29.718209876543206,33.52645137202523,1.8333333333333335
2022-10-01,80.10344827586206,23.774567901234565,16.763225686012614,1.8333333333333335
2022-10-02,69.65517241379311,17.830925925925925,16.763225686012614,1.8333333333333335
2022-10-03,100.0,29.718209876543206,33.52645137202523,1.8333333333333335
2022-10-04,100.0,29.718209876543206,41.90806421503154,1.8333333333333335
2022-10-05,100.0,35.66185185185185,41.90806421503154,1.8333333333333335
2022-10-06,100.0,35.66185185185185,41.90806421503154,1.8333333333333335
2022-10-07,100.0,29.718209876543206,33.52645137202523,1.8333333333333335
2022-10-08,94.0344827586207,23.774567901234565,16.763225686012614,1.8333333333333335
2022-10-09,90.55172413793103,23.774567901234565,16.763225686012614,1.8333333333333335
2022-10-10,100.0,29.718209876543206,33.52645137202523,1.8333333333333335
2022-10-11,100.0,35.66185185185185,33.52645137202523,1.8333333333333335
2022-10-12,100.0,41.60549382716049,33.52645137202523,1.8333333333333335
2022-10-13,100.0,89.15462962962962,41.90806421503154,1.8333333333333335
2022-10-14,100.0,77.26734567901234,33.52645137202523,3.666666666666667
2022-10-15,100.0,41.60549382716049,16.763225686012614,1.8333333333333335
2022-10-16,100.0,41.60549382716049,16.763225686012614,1.8333333333333335
2022-10-17,100.0,53.492777777777775,33.52645137202523,1.8333333333333335
2022-10-18,100.0,47.54913580246913,41.90806421503154,3.666666666666667
2022-10-19,100.0,47.54913580246913,33.52645137202523,5.5
2022-10-20,100.0,53.492777777777775,41.90806421503154,1.8333333333333335
2022-10-21,100.0,47.54913580246913,33.52645137202523,3.666666666666667
2022-10-22,100.0,35.66185185185185,16.763225686012614,1.8333333333333335
2022-10-23,100.0,29.718209876543206,16.763225686012614,1.8333333333333335
2022-10-24,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-10-25,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-10-26,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-10-27,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-10-28,100.0,41.60549382716049,33.52645137202523,1.8333333333333335
2022-10-29,97.51724137931035,41.60549382716049,16.763225686012614,1.8333333333333335
2022-10-30,100.0,29.718209876543206,16.763225686012614,1.8333333333333335
2022-10-31,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-11-01,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-11-02,100.0,59.43641975308641,58.67128990104415,7.333333333333334
2022-11-03,100.0,83.21098765432097,50.28967705803784,3.666666666666667
2022-11-04,100.0,53.492777777777775,41.90806421503154,1.8333333333333335
2022-11-05,100.0,41.60549382716049,25.14483852901892,1.8333333333333335
2022-11-06,100.0,29.718209876543206,16.763225686012614,1.8333333333333335
2022-11-07,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-11-08,100.0,35.66185185185185,41.90806421503154,1.8333333333333335
2022-11-09,100.0,47.54913580246913,41.90806421503154,1.8333333333333335
2022-11-10,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-11-11,100.0,47.54913580246913,41.90806421503154,1.8333333333333335
2022-11-12,100.0,35.66185185185185,33.52645137202523,1.8333333333333335
2022-11-13,100.0,29.718209876543206,25.14483852901892,1.8333333333333335
2022-11-14,100.0,59.43641975308641,41.90806421503154,1.8333333333333335
2022-11-15,100.0,83.21098765432097,41.90806421503154,1.8333333333333335
2022-11-16,100.0,59.43641975308641,41.90806421503154,1.8333333333333335
2022-11-17,100.0,47.54913580246913,41.90806421503154,3.666666666666667
2022-11-18,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-11-19,100.0,41.60549382716049,16.763225686012614,5.5
2022-11-20,100.0,35.66185185185185,16.763225686012614,3.666666666666667
2022-11-21,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-11-22,100.0,47.54913580246913,41.90806421503154,1.8333333333333335
2022-11-23,100.0,35.66185185185185,33.52645137202523,1.8333333333333335
2022-11-24,100.0,29.718209876543206,33.52645137202523,1.8333333333333335
2022-11-25,100.0,29.718209876543206,33.52645137202523,1.8333333333333335
2022-11-26,100.0,29.718209876543206,16.763225686012614,1.8333333333333335
2022-11-27,100.0,29.718209876543206,16.763225686012614,1.8333333333333335
2022-11-28,100.0,35.66185185185185,41.90806421503154,1.8333333333333335
2022-11-29,100.0,41.60549382716049,50.28967705803784,1.8333333333333335
2022-11-30,100.0,41.60549382716049,50.28967705803784,1.8333333333333335
2022-12-01,100.0,35.66185185185185,50.28967705803784,3.666666666666667
2022-12-02,100.0,35.66185185185185,41.90806421503154,1.8333333333333335
2022-12-03,100.0,29.718209876543206,25.14483852901892,1.8333333333333335
2022-12-04,100.0,47.54913580246913,16.763225686012614,1.8333333333333335
2022-12-05,100.0,41.60549382716049,50.28967705803784,1.8333333333333335
2022-12-06,100.0,71.3237037037037,41.90806421503154,1.8333333333333335
2022-12-07,100.0,65.38006172839505,41.90806421503154,3.666666666666667
2022-12-08,100.0,53.492777777777775,41.90806421503154,9.166666666666668
2022-12-09,100.0,47.54913580246913,41.90806421503154,5.5
2022-12-10,100.0,35.66185185185185,16.763225686012614,3.666666666666667
2022-12-11,100.0,35.66185185185185,25.14483852901892,5.5
2022-12-12,100.0,41.60549382716049,50.28967705803784,1.8333333333333335
2022-12-13,100.0,47.54913580246913,50.28967705803784,1.8333333333333335
2022-12-14,100.0,41.60549382716049,50.28967705803784,1.8333333333333335
2022-12-15,100.0,41.60549382716049,50.28967705803784,1.8333333333333335
2022-12-16,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-12-17,100.0,35.66185185185185,25.14483852901892,1.8333333333333335
2022-12-18,97.51724137931035,23.774567901234565,16.763225686012614,1.8333333333333335
2022-12-19,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-12-20,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-12-21,100.0,41.60549382716049,41.90806421503154,1.8333333333333335
2022-12-22,100.0,41.60549382716049,41.90806421503154,7.333333333333334
2022-12-23,100.0,35.66185185185185,33.52645137202523,9.166666666666668
2022-12-24,100.0,29.718209876543206,16.763225686012614,1.8333333333333335
2022-12-25,100.0,23.774567901234565,16.763225686012614,1.8333333333333335
2022-12-26,100.0,35.66185185185185,25.14483852901892,1.8333333333333335
2022-12-27,100.0,47.54913580246913,33.52645137202523,1.8333333333333335
2022-12-28,100.0,53.492777777777775,33.52645137202523,5.5
2022-12-29,100.0,47.54913580246913,41.90806421503154,16.5
2022-12-30,100.0,41.60549382716049,33.52645137202523,11.0
2022-12-31,100.0,35.66185185185185,16.763225686012614,7.333333333333334
2023-01-01,100.0,35.66185185185185,16.763225686012614,5.5
2023-01-02,100.0,65.38006172839505,50.28967705803784,11.0
2023-01-03,100.0,71.3237037037037,50.28967705803784,5.5
2023-01-04,100.0,77.26734567901234,58.67128990104415,9.166666666666668
2023-01-05,100.0,77.26734567901234,50.28967705803784,5.5
2023-01-06,100.0,65.38006172839505,50.28967705803784,3.666666666666667
2023-01-07,100.0,65.38006172839505,33.52645137202523,3.666666666666667
2023-01-08,100.0,47.54913580246913,25.14483852901892,3.666666666666667
2023-01-09,100.0,65.38006172839505,50.28967705803784,3.666666666666667
2023-01-10,100.0,65.38006172839505,58.67128990104415,3.666666666666667
2023-01-11,100.0,65.38006172839505,58.67128990104415,3.666666666666667
2023-01-12,100.0,89.15462962962962,58.67128990104415,3.666666666666667
2023-01-13,100.0,65.38006172839505,58.67128990104415,3.666666666666667
2023-01-14,100.0,47.54913580246913,25.14483852901892,1.8333333333333335
2023-01-15,100.0,47.54913580246913,25.14483852901892,3.666666666666667
2023-01-16,100.0,59.43641975308641,50.28967705803784,3.666666666666667
2023-01-17,100.0,65.38006172839505,58.67128990104415,3.666666666666667
2023-01-18,100.0,65.38006172839505,58.67128990104415,3.666666666666667
2023-01-19,100.0,65.38006172839505,50.28967705803784,3.666666666666667
2023-01-20,100.0,65.38006172839505,58.67128990104415,3.666666666666667
2023-01-21,100.0,47.54913580246913,25.14483852901892,5.5
2023-01-22,100.0,53.492777777777775,25.14483852901892,3.666666666666667
2023-01-23,100.0,59.43641975308641,50.28967705803784,1.8333333333333335
2023-01-24,100.0,71.3237037037037,50.28967705803784,3.666666666666667
2023-01-25,100.0,71.3237037037037,58.67128990104415,3.666666666666667
2023-01-26,100.0,77.26734567901234,50.28967705803784,3.666666666666667
2023-01-27,100.0,71.3237037037037,41.90806421503154,3.666666666666667
2023-01-28,100.0,53.492777777777775,25.14483852901892,3.666666666666667
2023-01-29,100.0,53.492777777777775,25.14483852901892,3.666666666666667
2023-01-30,100.0,71.3237037037037,50.28967705803784,5.5
2023-01-31,100.0,71.3237037037037,58.67128990104415,5.5
2023-02-01,100.0,71.3237037037037,100.0,5.5
2023-02-02,100.0,77.26734567901234,83.81612843006307,3.666666666666667
2023-02-03,100.0,77.26734567901234,58.67128990104415,9.166666666666668
2023-02-04,100.0,53.492777777777775,33.52645137202523,7.333333333333334
2023-02-05,100.0,47.54913580246913,25.14483852901892,3.666666666666667
2023-02-06,100.0,65.38006172839505,67.05290274405046,3.666666666666667
2023-02-07,100.0,71.3237037037037,58.67128990104415,3.666666666666667
2023-02-08,100.0,65.38006172839505,67.05290274405046,3.666666666666667
2023-02-09,100.0,65.38006172839505,58.67128990104415,1.8333333333333335
2023-02-10,100.0,59.43641975308641,50.28967705803784,3.666666666666667
2023-02-11,100.0,53.492777777777775,25.14483852901892,1.8333333333333335
2023-02-12,100.0,47.54913580246913,25.14483852901892,3.666666666666667
2023-02-13,100.0,65.38006172839505,58.67128990104415,3.666666666666667
2023-02-14,100.0,71.3237037037037,58.67128990104415,1.8333333333333335
2023-02-15,100.0,77.26734567901234,58.67128990104415,3.666666666666667
2023-02-16,100.0,77.26734567901234,58.67128990104415,3.666666666666667
2023-02-17,100.0,71.3237037037037,41.90806421503154,3.666666666666667
2023-02-18,100.0,65.38006172839505,25.14483852901892,3.666666666666667
2023-02-19,100.0,53.492777777777775,25.14483852901892,1.8333333333333335
2023-02-20,100.0,59.43641975308641,50.28967705803784,3.666666666666667
2023-02-21,100.0,77.26734567901234,58.67128990104415,3.666666666666667
2023-02-22,100.0,71.3237037037037,58.67128990104415,3.666666666666667
2023-02-23,100.0,71.3237037037037,58.67128990104415,3.666666666666667
2023-02-24,100.0,71.3237037037037,50.28967705803784,3.666666666666667
2023-02-25,100.0,59.43641975308641,25.14483852901892,3.666666666666667
2023-02-26,100.0,53.492777777777775,25.14483852901892,3.666666666666667
2023-02-27,100.0,71.3237037037037,58.67128990104415,3.666666666666667
2023-02-28,100.0,89.15462962962962,58.67128990104415,3.666666666666667
2023-03-01,100.0,77.88706552706552,52.21237866341363,3.111111111111111
2023-03-02,100.0,77.88706552706552,52.21237866341363,3.111111111111111
2023-03-03,100.0,89.01378917378916,44.753467425783114,1.5555555555555556
2023-03-04,86.33870967741936,83.45042735042735,29.835644950522074,3.111111111111111
2023-03-05,86.33870967741936,61.19698005698005,22.376733712891557,1.5555555555555556
2023-03-06,100.0,89.01378917378916,44.753467425783114,3.111111111111111
2023-03-07,100.0,100.0,52.21237866341363,3.111111111111111
2023-03-08,100.0,100.0,52.21237866341363,6.222222222222222
2023-03-09,100.0,100.0,52.21237866341363,4.666666666666667
2023-03-10,100.0,89.01378917378916,44.753467425783114,3.111111111111111
2023-03-11,94.48387096774194,100.0,22.376733712891557,3.111111111111111
2023-03-12,99.37096774193549,66.76034188034187,22.376733712891557,3.111111111111111
2023-03-13,100.0,83.45042735042735,52.21237866341363,3.111111111111111
2023-03-14,100.0,89.01378917378916,59.67128990104415,3.111111111111111
2023-03-15,100.0,83.45042735042735,52.21237866341363,3.111111111111111
2023-03-16,100.0,83.45042735042735,52.21237866341363,3.111111111111111
2023-03-17,100.0,77.88706552706552,52.21237866341363,3.111111111111111
2023-03-18,100.0,72.3237037037037,22.376733712891557,1.5555555555555556
2023-03-19,100.0,66.76034188034187,22.376733712891557,3.111111111111111
2023-03-20,100.0,83.45042735042735,52.21237866341363,6.222222222222222
2023-03-21,100.0,89.01378917378916,52.21237866341363,3.111111111111111
2023-03-22,100.0,83.45042735042735,44.753467425783114,3.111111111111111
2023-03-23,100.0,83.45042735042735,52.21237866341363,3.111111111111111
2023-03-24,100.0,83.45042735042735,52.21237866341363,3.111111111111111
2023-03-25,100.0,66.76034188034187,29.835644950522074,3.111111111111111
2023-03-26,100.0,61.19698005698005,22.376733712891557,3.111111111111111
2023-03-27,100.0,77.88706552706552,52.21237866341363,3.111111111111111
2023-03-28,100.0,77.88706552706552,59.67128990104415,3.111111111111111
2023-03-29,100.0,89.01378917378916,52.21237866341363,3.111111111111111
2023-03-30,100.0,77.88706552706552,52.21237866341363,3.111111111111111
2023-03-31,100.0,72.3237037037037,44.753467425783114,3.111111111111111
2023-04-01,86.33870967741936,61.19698005698005,22.376733712891557,4.666666666666667
2023-04-02,83.08064516129033,55.63361823361823,22.376733712891557,4.666666666666667
2023-04-03,100.0,77.88706552706552,44.753467425783114,3.111111111111111
2023-04-04,100.0,89.01378917378916,44.753467425783114,4.666666666666667
2023-04-05,100.0,89.01378917378916,44.753467425783114,3.111111111111111
2023-04-06,100.0,83.45042735042735,37.29455618815259,3.111111111111111
2023-04-07,100.0,83.45042735042735,22.376733712891557,3.111111111111111
2023-04-08,92.85483870967742,61.19698005698005,14.917822475261037,3.111111111111111
2023-04-09,89.5967741935484,55.63361823361823,14.917822475261037,3.111111111111111
2023-04-10,100.0,83.45042735042735,29.835644950522074,3.111111111111111
2023-04-11,100.0,89.01378917378916,44.753467425783114,3.111111111111111
2023-04-12,100.0,89.01378917378916,52.21237866341363,3.111111111111111
2023-04-13,100.0,89.01378917378916,74.58911237630518,3.111111111111111
2023-04-14,100.0,89.01378917378916,67.13020113867466,3.111111111111111
2023-04-15,100.0,83.45042735042735,29.835644950522074,3.111111111111111
2023-04-16,100.0,83.45042735042735,22.376733712891557,3.111111111111111
2023-04-17,100.0,89.01378917378916,59.67128990104415,3.111111111111111
2023-04-18,100.0,94.57715099715098,59.67128990104415,3.111111111111111
2023-04-19,100.0,100.0,59.67128990104415,3.111111111111111
2023-04-20,100.0,100.0,52.21237866341363,3.111111111111111
2023-04-21,100.0,94.57715099715098,52.21237866341363,3.111111111111111
2023-04-22,96.11290322580646,72.3237037037037,22.376733712891557,1.5555555555555556
2023-04-23,94.48387096774194,66.76034188034187,22.376733712891557,3.111111111111111
2023-04-24,100.0,94.57715099715098,52.21237866341363,3.111111111111111
2023-04-25,100.0,100.0,52.21237866341363,3.111111111111111
2023-04-26,100.0,100.0,52.21237866341363,3.111111111111111
2023-04-27,100.0,94.57715099715098,52.21237866341363,4.666666666666667
2023-04-28,100.0,89.01378917378916,52.21237866341363,7.777777777777778
2023-04-29,100.0,72.3237037037037,22.376733712891557,7.777777777777778
2023-04-30,96.11290322580646,66.76034188034187,22.376733712891557,3.111111111111111
2023-05-01,100.0,94.57715099715098,44.753467425783114,4.666666666666667
2023-05-02,100.0,94.57715099715098,44.753467425783114,3.111111111111111
2023-05-03,100.0,94.57715099715098,52.21237866341363,3.111111111111111
2023-05-04,100.0,100.0,82.0480236139357,3.111111111111111
2023-05-05,100.0,83.45042735042735,44.753467425783114,3.111111111111111
2023-05-06,100.0,66.76034188034187,22.376733712891557,3.111111111111111
2023-05-07,94.48387096774194,61.19698005698005,22.376733712891557,3.111111111111111
2023-05-08,100.0,83.45042735042735,59.67128990104415,1.5555555555555556
2023-05-09,100.0,89.01378917378916,52.21237866341363,3.111111111111111
2023-05-10,100.0,94.57715099715098,52.21237866341363,3.111111111111111
2023-05-11,100.0,94.57715099715098,52.21237866341363,3.111111111111111
2023-05-12,100.0,100.0,44.753467425783114,3.111111111111111
2023-05-13,97.74193548387098,83.45042735042735,22.376733712891557,1.5555555555555556
2023-05-14,89.5967741935484,72.3237037037037,22.376733712891557,1.5555555555555556
2023-05-15,100.0,94.57715099715098,52.21237866341363,3.111111111111111
2023-05-16,100.0,100.0,44.753467425783114,3.111111111111111
2023-05-17,100.0,100.0,44.753467425783114,1.5555555555555556
2023-05-18,100.0,100.0,37.29455618815259,3.111111111111111
2023-05-19,100.0,100.0,44.753467425783114,3.111111111111111
2023-05-20,100.0,83.45042735042735,22.376733712891557,1.5555555555555556
2023-05-21,100.0,77.88706552706552,22.376733712891557,1.5555555555555556
2023-05-22,100.0,100.0,52.21237866341363,3.111111111111111
2023-05-23,100.0,100.0,59.67128990104415,7.777777777777778
2023-05-24,100.0,100.0,52.21237866341363,4.666666666666667
2023-05-25,100.0,100.0,52.21237866341363,3.111111111111111
2023-05-26,100.0,100.0,44.753467425783114,3.111111111111111
2023-05-27,100.0,89.01378917378916,22.376733712891557,3.111111111111111
2023-05-28,100.0,83.45042735042735,22.376733712891557,1.5555555555555556
2023-05-29,100.0,77.88706552706552,29.835644950522074,1.5555555555555556
2023-05-30,100.0,100.0,52.21237866341363,3.111111111111111
2023-05-31,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-01,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-02,100.0,100.0,52.21237866341363,3.111111111111111
2023-06-03,100.0,83.45042735042735,22.376733712891557,1.5555555555555556
2023-06-04,100.0,72.3237037037037,22.376733712891557,1.5555555555555556
2023-06-05,100.0,94.57715099715098,44.753467425783114,3.111111111111111
2023-06-06,100.0,100.0,52.21237866341363,3.111111111111111
2023-06-07,100.0,100.0,52.21237866341363,4.666666666666667
2023-06-08,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-09,100.0,94.57715099715098,44.753467425783114,3.111111111111111
2023-06-10,100.0,77.88706552706552,22.376733712891557,3.111111111111111
2023-06-11,100.0,77.88706552706552,22.376733712891557,3.111111111111111
2023-06-12,100.0,100.0,52.21237866341363,3.111111111111111
2023-06-13,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-14,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-15,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-16,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-17,100.0,83.45042735042735,22.376733712891557,3.111111111111111
2023-06-18,100.0,77.88706552706552,22.376733712891557,1.5555555555555556
2023-06-19,100.0,100.0,44.753467425783114,1.5555555555555556
2023-06-20,100.0,100.0,44.753467425783114,3.111111111111111
2023-06-21,100.0,100.0,44.753467425783114,1.5555555555555556
2023-06-22,100.0,94.57715099715098,52.21237866341363,3.111111111111111
2023-06-23,100.0,89.01378917378916,44.753467425783114,3.111111111111111
2023-06-24,100.0,72.3237037037037,22.376733712891557,3.111111111111111
2023-06-25,100.0,77.88706552706552,22.376733712891557,1.5555555555555556
2023-06-26,100.0,100.0,59.67128990104415,3.111111111111111
2023-06-27,100.0,100.0,52.21237866341363,6.222222222222222
2023-06-28,100.0,100.0,52.21237866341363,7.777777777777778
2023-06-29,100.0,94.57715099715098,44.753467425783114,4.666666666666667
2023-06-30,100.0,83.45042735042735,44.753467425783114,3.111111111111111
2023-07-01,96.11290322580646,72.3237037037037,22.376733712891557,3.111111111111111
2023-07-02,100.0,72.3237037037037,22.376733712891557,1.5555555555555556
2023-07-03,100.0,83.45042735042735,44.753467425783114,3.111111111111111
2023-07-04,100.0,66.76034188034187,44.753467425783114,1.5555555555555556
2023-07-05,100.0,83.45042735042735,44.753467425783114,1.5555555555555556
2023-07-06,100.0,94.57715099715098,44.753467425783114,3.111111111111111
2023-07-07,100.0,94.57715099715098,44.753467425783114,3.111111111111111
2023-07-08,100.0,77.88706552706552,22.376733712891557,1.5555555555555556
2023-07-09,100.0,72.3237037037037,22.376733712891557,1.5555555555555556
2023-07-10,100.0,83.45042735042735,44.753467425783114,3.111111111111111
2023-07-11,100.0,83.45042735042735,52.21237866341363,3.111111111111111
2023-07-12,100.0,83.45042735042735,44.753467425783114,3.111111111111111
2023-07-13,100.0,89.01378917378916,44.753467425783114,3.111111111111111
2023-07-14,100.0,83.45042735042735,44.753467425783114,1.5555555555555556
2023-07-15,92.85483870967742,83.45042735042735,29.835644950522074,1.5555555555555556
2023-07-16,100.0,66.76034188034187,22.376733712891557,1.5555555555555556
2023-07-17,100.0,89.01378917378916,52.21237866341363,1.5555555555555556
2023-07-18,100.0,83.45042735042735,44.753467425783114,1.5555555555555556
2023-07-19,100.0,89.01378917378916,44.753467425783114,1.5555555555555556
2023-07-20,100.0,77.88706552706552,44.753467425783114,1.5555555555555556
2023-07-21,100.0,83.45042735042735,37.29455618815259,3.111111111111111
2023-07-22,79.8225806451613,66.76034188034187,22.376733712891557,1.5555555555555556
2023-07-23,81.45161290322581,61.19698005698005,22.376733712891557,1.5555555555555556
2023-07-24,100.0,72.3237037037037,44.753467425783114,1.5555555555555556
2023-07-25,100.0,83.45042735042735,44.753467425783114,3.111111111111111
2023-07-26,100.0,89.01378917378916,44.753467425783114,4.666666666666667
2023-07-27,100.0,83.45042735042735,44.753467425783114,1.5555555555555556
2023-07-28,100.0,77.88706552706552,44.753467425783114,1.5555555555555556
2023-07-29,86.33870967741936,66.76034188034187,22.376733712891557,1.5555555555555556
2023-07-30,83.08064516129033,61.19698005698005,22.376733712891557,1.5555555555555556
2023-07-31,100.0,72.3237037037037,44.753467425783114,3.111111111111111
2023-08-01,92.27160493827161,65.68366571699904,40.03428399756022,1.2777777777777777
2023-08-02,94.76543209876543,75.0670465337132,40.03428399756022,2.5555555555555554
2023-08-03,100.0,75.0670465337132,40.03428399756022,2.5555555555555554
2023-08-04,100.0,75.0670465337132,40.03428399756022,2.5555555555555554
2023-08-05,73.5679012345679,60.99197530864197,17.157550284668666,1.2777777777777777
2023-08-06,76.06172839506172,51.608594491927825,17.157550284668666,1.2777777777777777
2023-08-07,100.0,84.45042735042735,40.03428399756022,1.2777777777777777
2023-08-08,100.0,84.45042735042735,100.0,2.5555555555555554
2023-08-09,100.0,89.14211775878442,100.0,3.833333333333333
2023-08-10,100.0,84.45042735042735,100.0,3.833333333333333
2023-08-11,91.0246913580247,84.45042735042735,91.50693485156623,2.5555555555555554
2023-08-12,77.30864197530865,60.99197530864197,45.753467425783114,2.5555555555555554
2023-08-13,76.06172839506172,56.30028490028489,34.31510056933733,1.2777777777777777
2023-08-14,100.0,75.0670465337132,62.91101771045178,2.5555555555555554
2023-08-15,99.75308641975309,75.0670465337132,57.191834282228896,2.5555555555555554
2023-08-16,100.0,79.75873694207027,57.191834282228896,2.5555555555555554
2023-08-17,100.0,84.45042735042735,62.91101771045178,1.2777777777777777
2023-08-18,96.01234567901234,79.75873694207027,57.191834282228896,1.2777777777777777
2023-08-19,81.04938271604938,70.37535612535612,28.595917141114448,1.2777777777777777
2023-08-20,74.81481481481481,51.608594491927825,22.876733712891557,1.2777777777777777
2023-08-21,97.25925925925925,75.0670465337132,57.191834282228896,2.5555555555555554
2023-08-22,97.25925925925925,79.75873694207027,62.91101771045178,1.2777777777777777
2023-08-23,89.77777777777777,79.75873694207027,62.91101771045178,1.2777777777777777
2023-08-24,86.03703703703704,65.68366571699904,57.191834282228896,1.2777777777777777
2023-08-25,82.29629629629629,75.0670465337132,57.191834282228896,2.5555555555555554
